Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,cycle_idx
4.068028641979544,-0.0072784076847777,24.62082872256712,0.0002,0.0,0.0,1
4.06792899844375,-0.000387355085684,24.727002320884992,0.0,4.083,9.36,1
3.404566090285622,-3.992100494076739,24.891060254469156,4.001,1.272,19.516,1
3.350748309336988,-3.99283272677795,25.17225859740796,4.0,1.228,28.875,1
3.291490399095139,-3.99212864059679,25.51488738595959,4.001,1.17,38.219,1
3.216341799109635,-3.990933133879912,25.845834190695804,4.0,1.096,47.594,1
3.1261809791138537,-3.992682864074858,26.20491068694793,4.001,1.005,56.954,1
3.04745343644809,-3.9905196376307694,26.59801659971356,4.001,0.925,66.25,1
2.999365313406729,-3.992574610822804,26.977246681694638,4.001,0.874,75.594,1
2.9670793714020176,-3.98979109927006,27.37285530681512,4.001,0.841,84.95400000000001,1
2.942905028326763,-3.991444956127783,27.765214871443654,4.001,0.817,94.219,1
2.925468627016345,-3.9894986015928273,28.14437286728229,4.001,0.795,103.547,1
2.914178199460453,-3.992410030827384,28.508964233090737,4.001,0.782,112.875,1
2.908417963395661,-3.9912886638343017,28.905008349810878,4.001,0.777,122.204,1
2.906926229135365,-3.98973147029168,29.30496893760162,4.001,0.774,131.547,1
2.908632942129763,-3.9948645941409,29.670894168690197,4.001,0.777,140.922,1
2.91337485702944,-3.99008634079769,30.026072356687305,4.001,0.783,150.282,1
2.91928814915059,-3.990636061174641,30.37582068692735,4.001,0.79,159.579,1
2.926480238300134,-3.992686925698054,30.699097958471707,4.0,0.796,168.891,1
2.93399797095671,-3.992395564662868,31.031616655190277,4.001,0.802,178.219,1
2.9414737664417565,-3.9905365161200623,31.373540132880727,4.0,0.81,187.547,1
2.948591101245815,-3.996573691166711,31.67014953577103,4.001,0.817,196.954,1
2.95576257567497,-3.996101188449233,31.980496906356716,4.001,0.824,206.282,1
2.9617739071993165,-3.9943862265372903,32.28109451157746,4.001,0.831,215.672,1
2.967523590169913,-3.991500043468315,32.578194695030746,4.001,0.841,225.032,1
2.972123836598392,-3.9935670047048735,32.80679587476754,4.001,0.847,234.375,1
