Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,cycle_idx
4.053116638334503,-0.0030103888131135,25.045828878659496,0.0002,0.0,0.0,1
4.052972443128568,-0.0048302797609684,25.11719906909857,0.0002,4.068,9.36,1
3.330113949439059,-4.029556860775761,25.297835171387277,4.001,1.4,19.516,1
3.2746326159138905,-4.029147954877869,25.55091510611491,4.001,1.345,28.875,1
3.225082869346248,-4.028352589173046,25.837273077639345,4.001,1.291,38.219,1
3.175992504569971,-4.028803078924936,26.14184782267303,4.001,1.242,47.594,1
3.124990908447901,-4.028614721447782,26.45330821623612,4.001,1.192,56.954,1
3.073948432417645,-4.028112099979922,26.77066671029529,4.001,1.142,66.25,1
3.0258358242230536,-4.0307686036772,27.08615403250439,4.001,1.09,75.594,1
2.985937282149943,-4.026916206856521,27.442990119516605,4.001,1.046,84.95400000000001,1
2.956311144138968,-4.0280048702417846,27.81355442338776,4.001,1.007,94.219,1
2.936376583776048,-4.027627117848125,28.172821332901965,4.001,0.981,103.547,1
2.924692864420837,-4.030179374548244,28.580528580750897,4.001,0.966,112.875,1
2.91940451939615,-4.027562317857148,28.96060680769488,4.001,0.959,122.204,1
2.9187299460465987,-4.028395953496164,29.383379830905607,4.001,0.957,131.547,1
2.920872597535815,-4.030192521942928,29.77997146281504,4.001,0.959,140.922,1
2.9250863032199588,-4.029423083923399,30.19096763183826,4.001,0.963,150.282,1
2.930701083417836,-4.028959359146365,30.60788281738024,4.001,0.969,159.579,1
2.936987108277851,-4.028767397315602,31.0186032583412,4.001,0.977,168.891,1
2.943652184321232,-4.026861938125347,31.33139263663456,4.001,0.983,178.219,1
2.9501921702030014,-4.028871429667469,31.699420288015205,4.001,0.99,187.547,1
2.956235880249834,-4.032044194147723,32.085406562584375,4.001,0.996,196.954,1
2.962161847432746,-4.031393752149561,32.42559665821053,4.001,1.001,206.282,1
2.967475202713598,-4.02967820948026,32.73142717701221,4.001,1.007,215.672,1
2.9724429530657925,-4.029148850228844,33.04454906818775,4.001,1.014,225.032,1
2.9769285843748823,-4.030617988435652,33.377860385181314,4.001,1.019,234.375,1
2.9806149650967755,-4.029349621640737,33.72048026365069,4.001,1.023,243.719,1
2.984063421511042,-4.025787152601725,33.98472070713179,4.001,1.026,253.141,1
2.987085236396617,-4.028077557273621,34.2045218837497,4.001,1.03,262.532,1
2.989604431769345,-4.026211717964405,34.49703426906708,4.001,1.032,271.844,1
2.991298878923526,-4.031336156298712,34.82366096466074,4.001,1.035,281.266,1
2.9928165312955977,-4.035077323306341,35.03614826112114,4.001,1.037,290.61,1
2.994257702340052,-4.028120906073773,35.35509498955941,4.001,1.04,299.969,1
2.995203810570628,-4.02631336105702,35.614066226107894,4.001,1.041,309.36,1
2.995464664600881,-4.029229813997764,35.822499140701694,4.001,1.042,318.704,1
2.995768575323519,-4.029299241288684,36.1036208410375,4.001,1.042,328.032,1
2.9957467143224927,-4.028863176767437,36.39594842343857,4.001,1.044,337.391,1
2.995086087515498,-4.029352245091074,36.60421450123994,4.001,1.043,346.782,1
2.994865448304309,-4.02880555638012,36.78827243167066,4.001,1.044,356.204,1
2.9937143057819227,-4.028655452655018,37.054646872500925,4.001,1.043,365.485,1
2.992459343182773,-4.028865383869775,37.30083910788801,4.001,1.041,374.813,1
2.9909658821916736,-4.030228403249286,37.41910560398748,4.001,1.04,384.125,1
2.989386001328146,-4.028725814327379,37.73161763115933,4.001,1.038,393.547,1
2.987269148708146,-4.028903740800465,37.97194417111325,4.001,1.036,402.922,1
2.9849041698581207,-4.032211882521774,38.20716655371284,4.001,1.035,412.235,1
2.983105456332921,-4.029713854652158,38.36186815189082,4.001,1.032,421.579,1
2.980506565976964,-4.027540306050325,38.58964648470287,4.001,1.03,431.016,1
2.978022641209024,-4.030237614735221,38.80642490435751,4.001,1.028,440.516,1
2.9750379348423968,-4.029431693994849,38.903858306420965,4.001,1.026,449.969,1
2.972029509811184,-4.031399816538966,39.15949667092715,4.001,1.022,459.454,1
2.968687837312745,-4.02943289904962,39.24714030631506,4.001,1.02,468.969,1
2.965381669763538,-4.029425517448653,39.51781450098792,4.001,1.016,478.438,1
2.96199854364583,-4.030231398148659,39.67790908219515,4.001,1.012,487.985,1
2.958536446413384,-4.027431355940335,39.86512002165033,4.001,1.008,497.407,1
2.954739732535656,-4.028384780171465,40.01796491216896,4.001,1.004,506.907,1
2.950963482091642,-4.028237399135108,40.2100837786138,4.001,1.002,516.407,1
2.946748760367683,-4.028586106947516,40.40247379063052,4.001,0.998,525.922,1
2.942628532162546,-4.0284027716871496,40.59642747031047,4.001,0.994,535.422,1
2.93816326294554,-4.02734872177653,40.73822053723632,4.001,0.99,544.86,1
2.933794586905118,-4.028862399075172,40.98316970845929,4.001,0.986,554.344,1
2.929250722481116,-4.027622444166028,41.05407685486463,4.001,0.981,563.797,1
2.924412789633704,-4.029535052489872,41.33255754436553,4.001,0.975,573.5,1
2.9192409947266245,-4.030208850227093,41.44071099817713,4.001,0.971,583.188,1
2.9139580168957178,-4.03104207792647,41.64926771549205,4.001,0.965,592.782,1
2.9087057003735444,-4.03009463225829,41.75320738858549,4.001,0.96,602.391,1
2.902782979978337,-4.030670642239596,41.999484611030354,4.001,0.953,612.016,1
2.896864690571859,-4.029763845773504,42.18849808196015,4.001,0.948,621.641,1
2.890704346151172,-4.029956314290167,42.38828455163943,4.001,0.943,631.36,1
2.88433453717967,-4.030527456859639,42.57459224979014,4.001,0.936,641.047,1
2.877607968081667,-4.029518123928682,42.761522421330135,4.001,0.93,650.891,1
2.870716790778127,-4.029224661204548,42.94331973425963,4.001,0.923,660.641,1
2.863309747066462,-4.028775636041852,43.25670806044597,4.001,0.917,670.344,1
