Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,cycle_idx
4.199816411135521,-0.0017370868565683,24.562094493577533,0.0004,0.0,0.0,4
4.199749778476723,-0.000130889468387,24.55968114896303,0.0006,4.215,9.343000000000004,4
3.488787591380472,-4.025638336905272,24.71182973624385,3.995,1.541,19.671,4
3.450743468255548,-4.023731396440175,25.17347813116767,3.995,1.513,29.171,4
3.4202902855270545,-4.023543646384733,25.73304010700897,3.995,1.487,38.75,4
3.39453486260941,-4.022688835166626,26.270151779886486,3.995,1.463,48.296,4
3.3711243487864477,-4.025885196345874,26.788832161537456,3.995,1.439,57.812,4
3.349138922105332,-4.02549322225314,27.24713578915264,3.995,1.415,67.39,4
3.328551529148206,-4.023802665358993,27.6954904931176,3.995,1.392,76.906,4
3.309706070638481,-4.02611866420753,28.094145366454235,3.995,1.369,86.453,4
3.2925651634740083,-4.026278623026731,28.462425093538435,3.995,1.347,95.968,4
3.276783092128044,-4.026732459150978,28.824330791426625,3.995,1.329,105.484,4
3.263047766492106,-4.025347301408607,29.18976141450964,3.995,1.31,114.984,4
3.250864306736775,-4.025138344906125,29.5082583937274,3.995,1.294,124.515,4
3.24016333314519,-4.025128445690468,29.82111621615192,3.995,1.282,134.046,4
3.2306315927941047,-4.024893898726122,30.17476715985265,3.995,1.273,143.64,4
3.2221562346870827,-4.025156634007645,30.48703321511805,3.995,1.264,153.187,4
3.214847044918464,-4.024140674308156,30.77538835858553,3.995,1.255,162.75,4
3.208050435460664,-4.02444015493512,31.10633993998887,3.995,1.248,172.265,4
3.202001992068391,-4.025493125309228,31.35973371026736,3.995,1.242,181.796,4
3.196361924725796,-4.026809943607018,31.67448582331132,3.995,1.236,191.343,4
3.191162137020332,-4.026112082770305,31.961781101545437,3.995,1.231,200.906,4
3.186419547933883,-4.02540198807847,32.29752197297622,3.995,1.226,210.5,4
3.181707882332551,-4.025630571644866,32.614015587602545,3.995,1.22,220.031,4
3.1771416501187084,-4.025613973891232,32.797793955558426,3.995,1.217,229.562,4
3.1727231001777354,-4.025506124873597,33.03520144993644,3.995,1.214,239.14,4
3.168408661985953,-4.023681166510848,33.33334078329363,3.995,1.21,248.671,4
3.1642235467248887,-4.026412945032955,33.68222003087346,3.995,1.206,258.171,4
3.1601123259422117,-4.024418887903968,33.93999121549816,3.995,1.203,267.765,4
3.155962500885896,-4.025897245978761,34.18605374107037,3.995,1.2,277.359,4
3.151832925534193,-4.025421414340347,34.44145588685722,3.995,1.196,286.875,4
3.147543668608722,-4.026558220481525,34.67205131867433,3.995,1.193,296.484,4
3.143504097618967,-4.025478353295137,34.89785632943408,3.995,1.19,306.031,4
3.139358549441544,-4.025549115534855,35.12243549267598,3.995,1.186,315.546,4
3.135193811400084,-4.025331356305683,35.366611787237105,3.995,1.182,325.015,4
3.1312480684194166,-4.023358966110481,35.620885891367664,3.995,1.179,334.5,4
